Albumn,Artist,Release date,Genre,Label,Meta_Score
Keepin' the Horse Between Me and the Ground,Seasick Steve,Oct 7 2016,['Folk'],"[""There's a Dead Skunk Records""]",66
Shine on Rainy Day,Brent Cobb,Oct 7 2016,['Country'],['Atlantic'],81
Upcetera,Jim Moray,Sep 30 2016,['Folk'],['NIAG'],84
All Wet,Mr. Oizo,Sep 30 2016,['Electronic'],['Ed Banger Records'],59
Blood Bitch,Jenny Hval,Sep 30 2016,['Alternative/Indie Rock'],['Sacred Bones'],84
Head Carrier,Pixies,Sep 30 2016,['Pop/Rock'],['PIAS'],64
Dusk,Ultimate Painting,Sep 30 2016,['Pop/Rock'],['Trouble in Mind'],74
"22, A Million",Bon Iver,Sep 30 2016,['Pop/Rock'],['Jagjaguwar'],87
American Band,Drive-By Truckers,Sep 30 2016,['Pop/Rock'],['ATO'],88
Remember Us to Life,Regina Spektor,Sep 30 2016,['Pop/Rock'],['Sire'],70
Do Not Disturb,Van der Graaf Generator,Sep 30 2016,['Pop/Rock'],['Esoteric Antenna'],78
Keep Me Singing,Van Morrison,Sep 30 2016,,['Caroline'],74
Toy,Yello,Sep 30 2016,['Electronic'],['Polydor'],74
Open to Chance,Itasca,Sep 30 2016,['Pop/Rock'],['Paradise of Bachelors'],75
Eusa,Yann Tiersen,Sep 30 2016,['Classical'],['Mute'],75
All Your Happy Life,The Wytches,Sep 30 2016,['Pop/Rock'],['Heavenly'],76
RR7349,S U R V I V E,Sep 30 2016,['Electronic'],['Relapse Records'],81
Take Control,Slaves,Sep 30 2016,['Punk'],['Virgin EMI'],72
Sorceress,Opeth,Sep 30 2016,['Heavy Metal'],['Nuclear Blast'],81
The Altar,Banks,Sep 30 2016,['Pop/Rock'],['Harvest'],70
Never Enough,Public Access T.V.,Sep 30 2016,['Pop/Rock'],['Cinematic Music Group'],84
City Club,The Growlers,Sep 30 2016,['Pop/Rock'],['Cult Records'],64
Yellowcard,Yellowcard,Sep 30 2016,['Emo-Pop'],['Hopeless Records'],75
Sirens,Nicolas Jaar,Sep 30 2016,['Electronic'],['Other People'],79
Blue Mountain,Bob Weir,Sep 30 2016,['Pop/Rock'],['Columbia'],78
A Seat at the Table,Solange,Sep 30 2016,['R&B'],['Columbia'],89
"For Better, or Worse",John Prine,Sep 30 2016,['Country'],['Oh Boy'],78
Kodama,Alcest,Sep 30 2016,['Pop/Rock'],['Prophecy'],87
I'm Glad Trouble Don't Last Always,Luke Winslow-King,Sep 30 2016,['Jazz'],['Bloodshot'],71
Human Energy,Machinedrum,Sep 30 2016,['Electronic'],['Ninja Tune'],70
Rheia,Oathbreaker,Sep 30 2016,['Pop/Rock'],['Deathwish'],76
13,Supersilent,Sep 30 2016,['Jazz'],['Smalltown Supersound'],73
Set Fire to the Stars [Original Motion Picture Soundtrack],Gruff Rhys,Sep 30 2016,['Soundtracks'],['Twisted Nerve'],72
Bounce,The English Beat,Sep 30 2016,['Reggae'],['DMF Music'],67
Serpent Music,Yves Tumor,Sep 30 2016,['Pop/Rock'],['Pan'],77
Masculin Feminin [Box Set],Blonde Redhead,Sep 30 2016,['Pop/Rock'],['Numero'],81
No Exit [Live],Marianne Faithfull,Sep 30 2016,['Pop/Rock'],['Ear Music'],76
World Gone Mad,Suicidal Tendencies,Sep 30 2016,['Pop/Rock'],['Suicidal'],55
Happy Rabbit,Thom Hell,Sep 30 2016,['Pop/Rock'],[],80
Atrocity Exhibition,Danny Brown,Sep 27 2016,['Rap'],['Warp'],85
Everything Ever,God Damn,Sep 23 2016,['Alternative Pop/Rock'],['One Little Indian'],66
Ape In Pink Marble,Devendra Banhart,Sep 23 2016,['Pop/Rock'],['Nonesuch Records'],78
Low Teens,Every Time I Die,Sep 23 2016,['Metal'],['Epitaph'],84
The Healing Component,Mick Jenkins,Sep 23 2016,['Rap'],['Cinematic'],79
Shine a Light: Field Recordings from the Great American Railroad,Billy Bragg,Sep 23 2016,['Pop/Rock'],['Cooking Vinyl'],75
"If You See Me, Say Yes",Flock of Dimes,Sep 23 2016,['Pop/Rock'],['Partisan'],83
I Had a Dream That You Were Mine,Hamilton Leithauser,Sep 23 2016,['Pop/Rock'],['Glassnote Entertainment Group'],82
A Loud Bash of Teenage Feelings,Beach Slang,Sep 23 2016,['Pop/Rock'],['Polyvinyl'],80
Heads Up,Warpaint,Sep 23 2016,['Pop/Rock'],['Rough Trade'],74
Care,How to Dress Well,Sep 23 2016,['Electronic'],['Weird World'],75
A Corpse Wired for Sound,Merchandise,Sep 23 2016,['Pop/Rock'],['4AD'],70
Chapter and Verse,Bruce Springsteen,Sep 23 2016,['Pop/Rock'],['Columbia'],78
Return to Love,LVL UP,Sep 23 2016,['Pop/Rock'],['Sub Pop'],78
Fires Within Fires,Neurosis,Sep 23 2016,['Metal'],['Neurot'],85
"Young as the Morning, Old as the Sea",Passenger,Sep 23 2016,['Folk'],['Nettwerk'],60
Must Be Free,"Lee ""Scratch"" Perry",Sep 23 2016,['Electronic'],['Megawave Records'],62
Who Can I Be Now? (1974-1976) [Box Set],David Bowie,Sep 23 2016,['Contemporary Pop/Rock'],['Parlophone'],92
Physicalist,Forma,Sep 23 2016,['Electronic'],['Kranky'],79
Campaign [Mixtape],Ty Dolla $ign,Sep 23 2016,['R&B'],['Atlantic'],71
Writing of Blues & Yellows,Billie Marten,Sep 23 2016,['Pop/Rock'],['RCA Victor'],75
Broken Lines,Giraffe Tongue Orchestra,Sep 23 2016,['Pop/Rock'],['Cooking Vinyl'],85
California Chrome,Xander Harris,Sep 23 2016,['Electronic'],['Rock Action'],74
Departed Glories,Biosphere,Sep 23 2016,['Electronic'],['Smalltown Supersound'],72
Breakin' Outta Hell,Airbourne,Sep 23 2016,['Pop/Rock'],['Spinefarm Records'],80
Winter's Gate,Insomnium,Sep 23 2016,['Pop/Rock'],['Century Media'],77
In Dub,Jah Wobble,Sep 23 2016,['Jazz'],['Cherry Red'],79
Compulsion Songs,The Lucid Dream,Sep 23 2016,['Pop/Rock'],['Holy Are You Recordings'],71
Melt,Boxed In,Sep 23 2016,['Pop/Rock'],['Nettwerk'],82
Agartha,Oddarrang,Sep 23 2016,['Pop/Rock'],['Edition'],79
The Complete BBC Sessions [Remastered],Led Zeppelin,Sep 16 2016,['Pop/Rock'],['Rhino'],88
Dead Blue,Still Corners,Sep 16 2016,['Pop'],[],64
Mykki,Mykki Blanco,Sep 16 2016,['Rap'],['!K7'],77
Fingers Crossed,Ian Hunter,Sep 16 2016,['Pop/Rock'],['Proper Records'],80
Braver Than We Are,Meat Loaf,Sep 16 2016,['Pop/Rock'],['429 Records'],70
Preoccupations,Preoccupations,Sep 16 2016,['Pop/Rock'],['Jagjaguwar'],79
Femejism,Deap Vally,Sep 16 2016,['Pop/Rock'],['Cooking Vinyl'],74
Cosmonaut,The Monochrome Set,Sep 16 2016,['Pop/Rock'],['Tapete Records'],71
Shape Shift with Me,Against Me!,Sep 16 2016,['Pop/Rock'],['Total Treble'],79
FurFour,Grumbling Fur,Sep 16 2016,['Pop/Rock'],['Thrill Jockey'],77
The Small Hours,Matt Berry,Sep 16 2016,,['PIAS'],74
Unseen,The Handsome Family,Sep 16 2016,['Pop/Rock'],['Loose Music'],81
The Wink,Tim Presley,Sep 16 2016,['Pop/Rock'],['Drag City'],73
Pretty Years,Cymbals Eat Guitars,Sep 16 2016,['Pop/Rock'],['Sinderlyn'],80
Fixion,Trentemøller,Sep 16 2016,['Electronic'],['In My Room'],66
I Remember,AlunaGeorge,Sep 16 2016,['Pop/Rock'],['Island'],70
Kindly Now,Keaton Henson,Sep 16 2016,['Pop/Rock'],['PIAS'],69
"Frkwys, Vol. 13: Sunergy",Kaitlyn Aurelia Smith,Sep 16 2016,['Electronic'],['RVNG Intl.'],79
Psi,patten,Sep 16 2016,['Electronic'],['Warp'],79
Stage Four,Touche Amore,Sep 16 2016,['Pop/Rock'],['Epitaph'],84
Hard II Love,Usher,Sep 16 2016,['R&B'],['RCA'],74
Light Falls,Wrekmeister Harmonies,Sep 16 2016,['Experimental'],['Thrill Jockey'],76
Tidal Wave,Taking Back Sunday,Sep 16 2016,['Emo'],['Hopeless Records'],73
The  Divine Feminine,Mac Miller,Sep 16 2016,['Rap'],['Warner Bros.'],70
ArtScience,Robert Glasper Experiment,Sep 16 2016,['Jazz'],['Blue Note'],78
KoKoro,El Perro del Mar,Sep 16 2016,['Pop/Rock'],"['ADA ', ' The Control Group']",80
Secular Hymns,Madeleine Peyroux,Sep 16 2016,['Jazz'],['Verve'],79
Bodywash,Mndsgn,Sep 16 2016,['R&B'],['Stones Throw'],78
We're All Gonna Die,Dawes,Sep 16 2016,['Pop/Rock'],['Hub Records'],72
Mount Ninji and Da Nice Time Kid,Die Antwoord,Sep 16 2016,['Electronic'],['Zef Recordz'],55
Orphée,Jóhann Jóhannsson,Sep 16 2016,['Classical'],['DG Deutsche Grammophon'],79
Feature Magnetic,Kool Keith,Sep 16 2016,['Rap'],['Mello Music Group'],75
Rejoice! I'm Dead!,Gong,Sep 16 2016,['Pop/Rock'],['Madfish'],65
Crooked Man,Crooked Man,Sep 16 2016,['Electronic'],['DFA'],83
Camaleao Borboleta,Graveola,Sep 16 2016,['International'],['Mais Um Discos'],68
Star Treatment,Wovenhand,Sep 16 2016,['Pop/Rock'],['Sargent House'],82
Music Must Destroy,Ruts D.C.,Sep 16 2016,['Pop/Rock'],['Restricted Release'],68
Redemption & Ruin,The Devil Makes Three,Sep 16 2016,['Bluegrass'],['New West'],74
Become Zero,Helen Money,Sep 16 2016,['Pop/Rock'],['Thrill Jockey'],84
Balance,Lorelle Meets the Obsolete,Sep 16 2016,['Pop/Rock'],['Sonic Cathedral'],79
Restless Spheres,Blue States,Sep 16 2016,['Electronic'],['Memphis Industries'],71
No. 6,The Coal Porters,Sep 16 2016,['Country'],['Prima Records'],75
Splendor & Misery,Clipping,Sep 9 2016,['Rap'],['Sub Pop Records'],76
AIM,M.I.A.,Sep 9 2016,['Electronic'],['Interscope'],65
Schmilco,Wilco,Sep 9 2016,['Pop/Rock'],['Anti-'],79
Away,Okkervil River,Sep 9 2016,['Pop/Rock'],['ATO'],78
Here,Teenage Fanclub,Sep 9 2016,['Pop/Rock'],['Merge'],79
Calico Review,Allah-Las,Sep 9 2016,['Pop/Rock'],['Mexican Summer'],69
GLA,Twin Atlantic,Sep 9 2016,['Pop/Rock'],['Red Bull Records'],81
Science Agrees,D.A.R.K.,Sep 9 2016,['Pop/Rock'],['Cooking Vinyl'],55
Acoustic Recordings 1998-2016,Jack White,Sep 9 2016,['Pop/Rock'],['Third Man Records'],81
Kin,KT Tunstall,Sep 9 2016,['Pop/Rock'],['Caroline'],72
Cosmetic,Nots,Sep 9 2016,['Pop/Rock'],['Goner Records'],72
Wild World,Bastille,Sep 9 2016,['Pop/Rock'],['Capitol'],73
Sunlit Youth,Local Natives,Sep 9 2016,['Pop/Rock'],['Loma Vista Recordings'],75
The End of Comedy,Drugdealer,Sep 9 2016,['Pop/Rock'],['Weird World'],77
"Same Language, Different Worlds",Tim Burgess,Sep 9 2016,['Pop/Rock'],['O Genesis'],74
Skeleton Tree,Nick Cave & the Bad Seeds,Sep 9 2016,['Pop/Rock'],['Bad Seeds Ltd.'],95
Goodbye to Language,Daniel Lanois,Sep 9 2016,['Electronic'],['Anti-'],72
Live at the Hollywood Bowl,The Beatles,Sep 9 2016,['Pop/Rock'],['Capitol'],87
Transcendence,Devin Townsend Project,Sep 9 2016,['Pop/Rock'],['Inside Out Music'],78
Sea of Noise,St. Paul & the Broken Bones,Sep 9 2016,['R&B'],['Records'],80
Nearness,Joshua Redman,Sep 9 2016,['Jazz Instrument'],['Nonesuch'],82
Future Echoes,The Pictish Trail,Sep 9 2016,['Pop/Rock'],['Lost Map'],76
Lady Parts,Fudge,Sep 9 2016,['Electronic'],['Lex'],74
Strange Diary,Psychic Twin,Sep 9 2016,['Pop/Rock'],['Polyvinyl'],79
Big Mess,Grouplove,Sep 9 2016,['Pop/Rock'],['Atlantic'],64
Pearls to Swine,Adam Torres,Sep 9 2016,['Pop/Rock'],['Fat Possum'],82
Some Things Last Longer Than You,Doe,Sep 9 2016,['Pop/Rock'],['Old Flame Records'],95
Ramones [40th Anniversary Deluxe Edition],Ramones,Sep 9 2016,['Punk'],['Rhino'],100
Philosophy of the World [Remastered],The Shaggs,Sep 9 2016,,['Light in the Attic Records'],86
Touch,July Talk,Sep 9 2016,['Pop/Rock'],['Sleepless Records'],82
Unsongs,Moddi,Sep 9 2016,['Pop/Rock'],['Propeller Records'],71
Stripped,Macy Gray,Sep 9 2016,['Jazz'],['Chesky Records'],79
Joint Control,John Renbourn & Wizz Jones,Sep 9 2016,['Folk'],"['ADA ', ' Riverboat']",74
Signs of Light,The Head and the Heart,Sep 9 2016,['Pop/Rock'],['Warner Bros.'],62
The Sun's Tirade,Isaiah Rashad,Sep 2 2016,['Rap'],['Top Dawg'],80
Astronaut Meets Appleman,King Creosote,Sep 2 2016,['Pop/Rock'],['Domino'],79
Birds In The Trap Sing McKnight,Travis Scott,Sep 2 2016,['Rap'],['Epic'],64
My Woman,Angel Olsen,Sep 2 2016,['Pop/Rock'],['Jagjaguwar'],87
False Readings On,Eluvium,Sep 2 2016,['Electronic'],['Temporary Residence'],81
Trick,Jamie T.,Sep 2 2016,['Pop/Rock'],['Virgin EMI'],78
Foreverland,The Divine Comedy,Sep 2 2016,['Pop/Rock'],['Divine Comedy Records'],74
Ultra,Zomby,Sep 2 2016,['Electronic'],['Hyperdub'],71
"Going, Going...",The Wedding Present,Sep 2 2016,['Pop/Rock'],['Scopitones'],71
No Mind No Money,Beach Baby,Sep 2 2016,['Pop/Rock'],['Island'],67
Everything Is Nothing,Jah Wobble's Invaders of the Heart,Sep 2 2016,['Jazz'],['Jah Wobble Records'],73
Clinging to a Dream,Silver Apples,Sep 2 2016,['Electronic'],['Chicken Coop'],73
A Moment of Madness,Izzy Bizu,Sep 2 2016,['R&B'],['Epic'],66
Killer Road,Soundwalk Collective,Sep 2 2016,,['Sacred Bones'],74
Whole & Cloven,Nathan Bowles,Sep 2 2016,['Folk'],['Paradise of Bachelors'],83
We Move,James Vincent McMorrow,Sep 2 2016,['Folk'],"['James Mahogany Books, Ltd.']",77
Bad Vibrations,A Day to Remember,Sep 2 2016,['Pop/Rock'],['ADTR Records'],81
Mystère,La Femme,Sep 2 2016,['Pop/Rock'],['Disque Pointu'],79
Songs from the Pale Eclipse,The Warlocks,Sep 2 2016,['Pop/Rock'],['Cleopatra'],61
Nothing More to Say,The Frightnrs,Sep 2 2016,['Reggae'],['Daptone'],82
Mid Thirties Single Scene,Scott and Charlene's Wedding,Sep 2 2016,['Pop/Rock'],['Fire Records'],74
Autumn,Chatham County Line,Sep 2 2016,['Bluegrass'],['Yep Roc'],77
We Fucked a Flame Into Being,Warhaus,Sep 2 2016,['Pop/Rock'],['PIAS'],71
Ibifornia,Cassius,Aug 26 2016,['Electronic'],"['Because Music ', ' Warner Music']",62
And the Anonymous Nobody,De La Soul,Aug 26 2016,['Rap'],['A.O.I. Records'],77
Phase Zero,Morgan Delt,Aug 26 2016,['Pop/Rock'],['Sub Pop'],76
Mangy Love,Cass McCombs,Aug 26 2016,['Pop/Rock'],['Epitaph'],81
Los Niños Sin Miedo,The Parrots,Aug 26 2016,['Pop/Rock'],['PIAS'],74
Total Depravity,The Veils,Aug 26 2016,['Pop/Rock'],['Nettwerk'],69
Glory,Britney Spears,Aug 26 2016,['Pop/Rock'],['RCA'],71
How to Be a Human Being,Glass Animals,Aug 26 2016,['Pop/Rock'],['Harvest'],74
Between Waves,The Album Leaf,Aug 26 2016,['Pop/Rock'],['Relapse Records'],75
Anything but Words,Banks & Steelz,Aug 26 2016,['Rap'],['Warner Bros.'],72
Stay Gold,Butch Walker,Aug 26 2016,['Pop/Rock'],['Dangerbird Records'],80
Motion Graphics,Motion Graphics,Aug 26 2016,['Electronic'],['Domino'],81
"Take It, It's Yours",Katy Goodman & Greta Morgan,Aug 26 2016,['Pop/Rock'],['Polyvinyl'],72
Prima Donna [EP],Vince Staples,Aug 26 2016,['Rap'],['Def Jam'],83
JEFFERY [Mixtape],Young Thug,Aug 26 2016,['Rap'],['Atlantic'],82
For This We Fought the Battle of Ages,Subrosa,Aug 26 2016,['Pop/Rock'],['Profound Lore'],79
Skiptracing,Mild High Club,Aug 26 2016,['Pop/Rock'],['Stones Throw'],68
Big Fugitive Life [EP],Ezra Furman,Aug 26 2016,['Pop/Rock'],['Bella Union'],72
E-MO-TION Side B [EP],Carly Rae Jepsen,Aug 26 2016,['Pop/Rock'],['Interscope'],80
Blade of Love,Battle Trance,Aug 26 2016,['Jazz'],['New Amsterdam'],77
Tuns,TUNS,Aug 26 2016,['Pop/Rock'],['Royal Mountain'],76
The  Sides and in Between,Gringo Star,Aug 26 2016,['Pop/Rock'],['Nevado Records'],72
Winter,New Model Army,Aug 26 2016,['Pop/Rock'],['Ear Music'],65
Brunei,Vinyl Williams,Aug 26 2016,['Pop/Rock'],['Company Records'],77
Blonde,Frank Ocean,Aug 20 2016,,['Self-released'],87
Endless,Frank Ocean,Aug 19 2016,,['Def Jam'],74
Furnaces,Ed Harcourt,Aug 19 2016,['Pop/Rock'],['Polydor'],82
25 25,Factory Floor,Aug 19 2016,['Electronic'],['DFA'],74
Sweatbox Dynasty,Tobacco,Aug 19 2016,['Pop/Rock'],['Ghostly International'],67
Eve,Thalia Zedek,Aug 19 2016,['Pop/Rock'],['Thrill Jockey'],81
Real,Lydia Loveless,Aug 19 2016,['Pop/Rock'],['Bloodshot'],82
Golden Sings That Have Been Sung,Ryley Walker,Aug 19 2016,['Pop/Rock'],['Dead Oceans Records'],80
Moon Saloon,Arc Iris,Aug 19 2016,['Pop/Rock'],['Bella Union'],74
Exploded View,Exploded View,Aug 19 2016,['Pop/Rock'],['Sacred Bones'],76
Bugger Me,Sam Coomes,Aug 19 2016,['Pop/Rock'],['Domino'],72
The Childhood of a Leader [OST],Scott Walker,Aug 19 2016,['Pop/Rock'],['4AD'],80
One Day All of This Won't Matter Any More,Slow Club,Aug 19 2016,['Pop/Rock'],['Moshi Moshi Records'],73
At Swim,Lisa Hannigan,Aug 19 2016,['Pop/Rock'],['ATO'],80
Callus,Gonjasufi,Aug 19 2016,['Electronic'],['Warp'],66
Beulah,John Paul White,Aug 19 2016,['Pop/Rock'],['Single Lock Records'],74
A  Place Called Bad [Box Set],Scientists,Aug 19 2016,['Pop/Rock'],['Numero'],87
Jumping the Shark,Alex Cameron,Aug 19 2016,['Pop/Rock'],['Secretly Canadian'],76
Pure & Simple,Dolly Parton,Aug 19 2016,['Country'],['Sony Music'],67
Amnesty (I),Crystal Castles,Aug 19 2016,['Electronic'],['Casablanca'],67
Mausoleum [Live],Myrkur,Aug 19 2016,['Classical'],['Relapse Records'],85
Vacancy,Bayside,Aug 19 2016,['Emo'],['Hopeless Records'],72
Roosevelt,Roosevelt,Aug 19 2016,['Electronic'],['City Slang'],73
After the Rain,Benjamin Francis Leftwich,Aug 19 2016,['Pop/Rock'],['Vagrant'],60
The  Hanging Valley,Cold Pumas,Aug 19 2016,['Pop/Rock'],['Gringo Records'],68
I'm Not Well,Black Foxxes,Aug 19 2016,['Pop/Rock'],['Spinefarm Records'],82
High Anxiety,Thom Sonny Green,Aug 19 2016,['Pop/Rock'],['Infectious'],57
Partners,Peter Broderick,Aug 19 2016,['Pop/Rock'],['Erased Tapes Records'],79
Of Monkees & Men,The Minus 5,Aug 19 2016,['Pop/Rock'],['Yep Roc'],76
Phoenixxx,WWWINGS,Aug 19 2016,['Electronic'],['Planet Mu'],79
Open Your Eyes,DJ Earl,Aug 19 2016,['Electronic'],['Teklife Entertainment'],81
Honest Life,Courtney Marie Andrews,Aug 19 2016,['Country'],['Mama Bird Recording Co.'],82
Life on the Road [Original Motion Picture Soundtrack],David Brent,Aug 19 2016,['Reggae'],['Caroline'],61
Sundur,Pascal Pinon,Aug 19 2016,['Pop/Rock'],['Morr Music'],83
Wooden Mask,A Grave with No Name,Aug 12 2016,['Pop/Rock'],[],70
Boronia,Hockey Dad,Aug 12 2016,['Pop/Rock'],['Kanine Records'],70
Pagan,Palmistry,Aug 12 2016,['Pop/Rock'],['Mixpak'],66
Innocence Reaches,Of Montreal,Aug 12 2016,['Pop/Rock'],['Polyvinyl'],68
Home Wrecking Years,Brendan Canning,Aug 12 2016,['Pop/Rock'],['Arts & Crafts'],69
A  Weird Exits,Thee Oh Sees,Aug 12 2016,['Pop/Rock'],['Castle Face'],81
Flood Network,Katie Dey,Aug 12 2016,['Pop/Rock'],['Joy Void'],77
Your Wilderness,The Pineapple Thief,Aug 12 2016,['Pop/Rock'],['Kscope'],65
SremmLife 2,Rae Sremmurd,Aug 12 2016,['Rap'],['Interscope'],75
Fishing Blues,Atmosphere,Aug 12 2016,['Rap'],['Rhymesayers Entertainment'],71
Home of the Strange,Young the Giant,Aug 12 2016,['Pop/Rock'],['Fueled By Ramen'],76
Tonight's Music,The Moles,Aug 12 2016,['Pop/Rock'],['Fire Records'],80
PartyNextDoor 3,PartyNextDoor,Aug 12 2016,['R&B'],['OVO Sound'],69
And Then Like Lions,Blind Pilot,Aug 12 2016,['Pop/Rock'],['ATO'],71
Ghost Stations,Marconi Union,Aug 12 2016,['Electronic'],['Proper'],84
Animal Races,Cool Ghouls,Aug 12 2016,['Pop/Rock'],['Empty Cellar'],75
Dead Ringers,Horseback,Aug 12 2016,['Experimental'],['Relapse Records'],75
"Stranger Things, Vol. 1 [Original Television Series Soundtrack]",Kyle Dixon,Aug 12 2016,['Electronic'],['Lakeshore Records'],83
Trouble,The Dead C,Aug 12 2016,['Experimental'],['Ba Da Bing Records'],79
1-800 Dinosaur Presents Trim,Trim,Aug 12 2016,['Rap'],['1-800 Dinosaur'],75
Positive Thinking,The Pack A.D.,Aug 12 2016,['Pop/Rock'],[],78
Oddments of the Gamble,Nonkeen,Aug 5 2016,['Electronic'],['R&S'],78
Give a Glimpse of What Yer Not,Dinosaur Jr.,Aug 5 2016,['Pop/Rock'],['Jagjaguwar'],80
Boy King,Wild Beasts,Aug 5 2016,['Pop/Rock'],['Domino'],78
The Disco's of Imhotep,Hieroglyphic Being,Aug 5 2016,['Electronic'],['Technicolour'],80
No Man's Sky: Music for an Infinite Universe [Original Video Game Soundtrack],65daysofstatic,Aug 5 2016,['Soundtracks'],['Concord'],81
Guidance,Russian Circles,Aug 5 2016,['Pop/Rock'],['Sargent House'],81
Blossoms,Blossoms,Aug 5 2016,['Pop/Rock'],['Virgin EMI'],71
Tween,Wye Oak,Aug 5 2016,['Pop/Rock'],['Merge'],78
Impossible Dream,Haley Bonar,Aug 5 2016,['Pop/Rock'],['Gndwire Records'],77
Spend the Night With…,Cheena,Aug 5 2016,['Pop/Rock'],['Sacred Bones'],68
Lady in Gold,Blues Pills,Aug 5 2016,['Pop/Rock'],['Nuclear Blast'],73
Lovers,Nels Cline,Aug 5 2016,['Jazz'],['Blue Note'],84
Absolute Truth,Lawrence Arabia,Aug 5 2016,['Pop/Rock'],['Flying Nun'],69
Night Melody,Rival Consoles,Aug 5 2016,['Electronic'],['Erased Tapes Records'],75
Morning Report,Arkells,Aug 5 2016,['Pop/Rock'],['Last Gang Records'],69
No Scare,Health&Beauty,Aug 5 2016,['Pop/Rock'],['Wichita Recordings'],66
Rattle,Rattle,Aug 5 2016,['Pop/Rock'],['Upset the Rhythm'],63
Hangin' at the Beach,Delroy Edwards,Aug 5 2016,['Electronic'],['L.A. Club Resource'],74
Boys Forever,Boys Forever,Aug 5 2016,['Pop/Rock'],['Amour Foo'],67
Episodic,Field Mouse,Aug 5 2016,['Pop/Rock'],['Top Shelf Records'],71
Way Down in the Jungle Room,Elvis Presley,Aug 5 2016,['Pop/Rock'],['Sony Music'],73
Encore,DJ Snake,Aug 5 2016,['Electronic'],['Interscope'],62
Landlord,Giggs,Aug 5 2016,['Electronic'],['SN1'],80
Bury Me in My Boots,The Cadillac Three,Aug 5 2016,['Country'],['Big Machine Records'],66
Thousand Mile Night,Jonah Tolchin,Aug 5 2016,['Country'],['Yep Roc'],76
Running the Voodoo Down: Explorations in Psychrockfunksouljazz 1967-1980,Various Artists,Aug 5 2016,['Pop/Rock'],['Festival'],87
Telefone [Mixtape],Noname,Jul 31 2016,['Rap'],['!K7'],84
Interior Architecture,M. Geddes Gengras,Jul 29 2016,['Electronic'],[],81
For All We Know,nao,Jul 29 2016,['R&B'],['RCA'],82
The King of Whys,Owen,Jul 29 2016,['Pop/Rock'],['Polyvinyl'],79
Hypercaffium Spazzinate,Descendents,Jul 29 2016,['Pop/Rock'],['Epitaph'],75
"Anyway You Love, We Know How You Feel",The Chris Robinson Brotherhood,Jul 29 2016,['Pop/Rock'],['Megaforce'],65
Afraid of Heights,Billy Talent,Jul 29 2016,['Pop/Rock'],['Atlantic'],72
Viola Beach,Viola Beach,Jul 29 2016,['Pop/Rock'],['Fuller Beans Records'],74
Pigeonheart,D.M. Stith,Jul 29 2016,['Pop/Rock'],['Outset'],70
Till the Tomb,Beaty Heart,Jul 29 2016,['Pop/Rock'],[],73
Pylon Live,Pylon,Jul 29 2016,['Pop/Rock'],['Chunklet'],84
S+@dium Rock: Five Nights at the Opera [Live],Titus Andronicus,Jul 29 2016,['Pop/Rock'],['Merge'],65
Quiero Creedence,Various Artists,Jul 29 2016,['Latin'],['Concord'],62
Major Key,DJ Khaled,Jul 29 2016,['Rap'],['Epic'],67
I'm a Freak Baby: A Journey Through the British Heavy Psych & Hard Rock Underground Scene 1968-1972,Various Artists,Jul 29 2016,['Pop/Rock'],['Grapefruit'],78
The Bird & the Rifle,Lori McKenna,Jul 29 2016,['Country'],['CN Records'],82
Live in San Francisco,Thee Oh Sees,Jul 29 2016,['Pop/Rock'],['Castle Face'],84
Theyesandeye,Lou Rhodes,Jul 22 2016,['Pop/Rock'],['Nude Records'],68
Operator,MSTRKRFT,Jul 22 2016,['Electronic'],['Last Gang Records'],55
Look Park,Look Park,Jul 22 2016,['Pop/Rock'],['Yep Roc'],72
Red Earth & Pouring Rain,Bear's Den,Jul 22 2016,['Pop/Rock'],['The Communion Label'],56
Born of the Sun,Faun Fables,Jul 22 2016,['Folk'],['Drag City'],63
Kuiper [EP],Floating Points,Jul 22 2016,['Electronic'],['Luaka Bop'],77
Warm on a Cold Night,HONNE,Jul 22 2016,['Electronic'],['Atlantic'],69
Demon City,Elysia Crampton,Jul 22 2016,['Electronic'],['Break World Records'],88
Ambulance,The Amazing,Jul 22 2016,['Pop/Rock'],['Partisan'],77
Redshift,Rhyton,Jul 22 2016,['Pop/Rock'],['Thrill Jockey'],78
This Is Gap Dream,Gap Dream,Jul 22 2016,['Pop/Rock'],['Burger Records'],65
Periphery III: Select Difficulty,Periphery,Jul 22 2016,['Pop/Rock'],['Warner Music'],70
Everybody Looking,Gucci Mane,Jul 22 2016,['Rap'],['Atlantic'],72
"Revelation, Pt. 2: The Fruit of Life",Stephen Marley,Jul 22 2016,['Reggae'],['INgrooves'],77
Afro-Haitian Experimental Orchestra,Afro-Haitian Experimental Orchestra,Jul 22 2016,['International'],['Glitterbeat'],74
Lil Durk 2X,Lil Durk,Jul 22 2016,['Rap'],['Def Jam'],74
No Hard Feelings,Dreezy,Jul 22 2016,['Rap'],['Interscope'],73
Vulnicura Live,Björk,Jul 22 2016,['Electronic'],['One Little Indian'],79
Late Nights: Europe [Mixtape],Jeremih,Jul 20 2016,['R&B'],['Self-released'],78
Love & Hate,Michael Kiwanuka,Jul 15 2016,['R&B'],['Interscope'],86
Coolaid,Snoop Dogg,Jul 15 2016,['Rap'],['One Music'],68
Loud Hailer,Jeff Beck,Jul 15 2016,['Pop/Rock'],['Rhino'],70
